	user	sex	age	user_common_1grams	user_common_2grams	user_common_3grams	user_age_18_24_ngrams	user_age_25_34_ngrams	user_age_35_49_ngrams	user_age_50_64_ngrams	user_age_65_xx_ngrams	user_gender_male_ngrams	user_gender_female_ngrams	avr_mentions_x	avr_punctuation_x	avr_text_size_x	avr_starts_with_capital_x	avr_ends_with_punctuation_x	avr_capitals_x	avr_words_count_x	vocabulary_richness_x	avr_mentions_y	avr_punctuation_y	avr_text_size_y	avr_starts_with_capital_y	avr_ends_with_punctuation_y	avr_capitals_y	avr_words_count_y	vocabulary_richness_y	CC	CD	DT	EX	FW	IN	JJ	JJR	JJS	LS	MD	NN	NNS	NNP	NNPS	PDT	POS	PRP	PRP$	RB	RBR	RBS	RP	SYM	TO	UH	VB	VBD	VBG	VBN	VBP	VBZ	WDT	WP	WP$	WRB	,	.	)	(	:	$
0	4905cc7a1396110c1a635c4e7b023de2	FEMALE	"50-64
"	0.4259259259259259	0.4814814814814815	0.5462962962962963	1.0462962962962965	1.1388888888888888	1.1296296296296295	1.0925925925925926	0.7962962962962963	1.0648148148148149	1.2222222222222223	0	0	0	0	0	0	0	0	0.6851851851851852	2.1481481481481484	74.66666666666667	0.7962962962962963	0.2407407407407408	0	0.06481481481481481	0.0	0.3888888888888889	0.16666666666666666	0.2777777777777778	0.018518518518518517	0.4074074074074074	0.3333333333333333	0.3333333333333333	0.0	0.0	0.0	0.0	1.7592592592592593	0.2222222222222222	2.2777777777777777	0.0	0.0	0.0	0.12962962962962962	0.018518518518518517	0.05555555555555555	0.0	0.0	0.0	0.0	0.1111111111111111	0.0	0.1111111111111111	0.0925925925925926	0.018518518518518517	0.0	0.05555555555555555	0.1111111111111111	0.0	0.0	0.0	0.0	0.1111111111111111	0.8888888888888888	0.037037037037037035	0.037037037037037035	0.7222222222222222	0.0
1	6733b2957179358024cc5c493f28924a	MALE	"50-64
"	1.3	1.4727272727272729	1.5	1.8545454545454545	1.9363636363636365	1.9545454545454544	2.0090909090909093	1.4636363636363636	2.0	1.945454545454545	0	0	0	0	0	0	0	0	1.2	2.5636363636363635	88.63636363636364	0.2363636363636364	0.7636363636363637	0	0.17272727272727273	0.0	0.6	0.2363636363636364	1.018181818181818	0.0	0.16363636363636366	1.1454545454545455	0.7636363636363637	0.03636363636363636	0.03636363636363636	0.0	0.03636363636363636	2.4363636363636365	0.4363636363636363	1.490909090909091	0.0	0.0	0.0	0.5454545454545454	0.07272727272727272	0.34545454545454546	0.01818181818181818	0.0	0.0	0.03636363636363636	0.14545454545454545	0.0	0.2363636363636364	0.07272727272727272	0.3090909090909091	0.03636363636363636	0.3818181818181817	0.2	0.0	0.07272727272727272	0.0	0.0	0.34545454545454546	1.1090909090909091	0.09090909090909093	0.03636363636363636	0.7272727272727273	0.0
2	9aa58b658935d017e0827d1b42e75596	MALE	"18-24
"	0.753259779338014	1.0030090270812435	1.0341023069207622	1.9137412236710132	1.688064192577733	1.6680040120361084	1.6058174523570712	1.0050150451354063	1.715145436308927	1.6659979939819458	0	0	0	0	0	0	0	0	0.4944834503510532	3.477432296890672	103.5285857572718	0.6760280842527583	0.563691073219659	0	0.01905717151454363	35.269121813031155	1.3470411233701105	0.2738214643931796	1.380140421263791	0.041123370110330994	0.003009027081243731	1.6860581745235708	0.962888665997994	0.03410230692076228	0.03811434302908726	0.0	0.14543630892678033	2.7823470411233697	0.5476429287863591	1.6449348044132397	0.009027081243731194	0.02507522567703109	0.0	1.1584754262788366	0.22367101303911732	0.9829488465396188	0.014042126379137413	0.004012036108324975	0.11434302908726178	0.0	0.4292878635907723	0.018054162487462392	0.679037111334002	0.3430290872617854	0.4553660982948847	0.20361083249749248	0.3801404212637914	0.4212637913741224	0.01905717151454363	0.06920762286860582	0.0	0.05717151454363089	0.2748244734202608	1.338014042126379	0.07021063189568706	0.03410230692076228	0.9969909729187564	0.0
3	454904ba35745fd0499f229c4b3e851c	FEMALE	"35-49
"	0.6156156156156156	0.8248248248248248	0.8698698698698699	1.059059059059059	1.1231231231231231	1.1941941941941945	1.1401401401401399	0.7947947947947948	1.1331331331331331	1.2012012012012012	0	0	0	0	0	0	0	0	1.207207207207207	4.055055055055055	135.6716716716717	0.8538538538538538	0.6536536536536537	0	0.01701701701701702	24.65373961218837	1.025025025025025	0.35135135135135137	0.9109109109109108	0.011011011011011013	0.002002002002002002	1.891891891891892	0.8868868868868869	0.08408408408408409	0.031031031031031032	0.0	0.2002002002002002	2.6226226226226226	1.073073073073073	2.047047047047047	0.009009009009009007	0.009009009009009007	0.0	0.9589589589589591	0.4004004004004004	0.4914914914914915	0.028028028028028028	0.007007007007007007	0.04904904904904905	0.002002002002002002	0.4324324324324325	0.009009009009009007	0.8498498498498499	0.18018018018018014	0.5055055055055055	0.15215215215215214	0.4604604604604605	0.3333333333333333	0.026026026026026026	0.0940940940940941	0.0	0.09009009009009007	0.3113113113113113	1.7237237237237235	0.03003003003003003	0.013013013013013013	1.2312312312312312	0.02902902902902903
4	4dc094fb37152396199cb951207bb75d	MALE	"35-49
"	0.6957104557640751	0.8136729222520107	0.8203753351206434	1.1702412868632708	1.2761394101876675	1.3056300268096517	1.2238605898123325	0.8136729222520107	1.3083109919571043	1.2520107238605898	0	0	0	0	0	0	0	0	0.3029490616621984	1.9383378016085795	82.53619302949062	0.1903485254691689	0.3190348525469169	0	0.006702412868632708	0.0	0.5495978552278821	0.3190348525469169	0.6943699731903485	0.0053619302949061655	0.0	1.0563002680965148	0.8793565683646113	0.032171581769437	0.0160857908847185	0.0	0.13136729222520108	2.4369973190348526	0.7426273458445041	0.7399463806970509	0.0053619302949061655	0.0160857908847185	0.0	0.4798927613941018	0.1742627345844504	0.5388739946380697	0.013404825737265416	0.0053619302949061655	0.06166219839142091	0.02949061662198392	0.3780160857908847	0.0160857908847185	0.6032171581769437	0.24932975871313676	0.4021447721179625	0.23056300268096516	0.26541554959785524	0.20911528150134048	0.01876675603217158	0.01876675603217158	0.0	0.05630026809651475	0.12332439678284182	0.4289544235924933	0.12064343163538875	0.06970509383378018	0.906166219839142	0.013404825737265416
5	2213767ab6ecc93aa98e0d49cfab5baa	FEMALE	"35-49
"	0.445	0.503	0.513	0.797	0.85	0.89	0.8420000000000001	0.575	0.8540000000000001	0.904	0	0	0	0	0	0	0	0	0.6579999999999999	1.28	147.747	0.7959999999999999	0.1	0	0.016	36.47912885662432	0.215	0.31	0.568	0.001	0.0	1.564	0.5579999999999999	0.013000000000000001	0.026000000000000002	0.0	0.01	1.485	0.6709999999999999	2.612	0.009000000000000001	0.002	0.0	0.107	0.022000000000000002	0.085	0.002	0.012	0.036000000000000004	0.001	0.145	0.003	0.196	0.044000000000000004	0.183	0.079	0.14400000000000002	0.084	0.009000000000000001	0.011000000000000001	0.0	0.017	0.138	0.196	0.013000000000000001	0.013000000000000001	0.5589999999999999	0.005
6	e390535dd8f6e7b8f56c1f45aa365760	MALE	"35-49
"	0.708	0.865	0.887	1.3730000000000002	1.511	1.6	1.505	0.917	1.589	1.5190000000000001	0	0	0	0	0	0	0	0	0.706	3.4339999999999997	120.564	0.598	0.602	0	0.021	18.9727463312369	1.156	0.132	0.937	0.017	0.008	1.797	1.094	0.08900000000000001	0.042	0.0	0.158	2.883	0.9109999999999999	1.7209999999999999	0.006999999999999999	0.002	0.001	0.862	0.262	0.5579999999999999	0.021	0.004	0.068	0.003	0.505	0.0	0.757	0.191	0.41600000000000004	0.184	0.44	0.428	0.039	0.076	0.002	0.10300000000000001	0.36	1.2329999999999999	0.087	0.031	1.071	0.024
7	c297b3ecf103e67237c8a42659a178e3	FEMALE	"25-34
"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
8	491750704cf57fa285716407272c5a56	MALE	"25-34
"	0.529	0.617	0.627	1.028	1.225	1.138	1.095	0.725	1.195	1.124	0	0	0	0	0	0	0	0	0.743	2.815	108.553	0.41200000000000003	0.455	0	0.01	33.1769722814499	0.731	0.301	0.479	0.006	0.139	0.818	0.7390000000000001	0.02	0.01	0.0	0.065	3.557	0.26	1.479	0.003	0.005	0.0	0.276	0.065	0.355	0.006	0.004	0.019	0.005	0.14	0.009000000000000001	0.309	0.142	0.113	0.049	0.198	0.159	0.006	0.019	0.0	0.017	0.264	0.565	0.264	0.136	1.173	0.008
9	1110e5330c38f208b2887f55f7296235	FEMALE	"50-64
"	0.8518518518518519	0.9555555555555556	1.0148148148148148	2.251851851851852	2.4814814814814814	2.5185185185185186	2.333333333333333	1.5333333333333334	2.437037037037037	2.555555555555556	0	0	0	0	0	0	0	0	0.11851851851851852	2.355555555555556	109.4962962962963	0.7555555555555555	0.674074074074074	0	0.07407407407407407	63.01824212271973	0.3037037037037037	0.4814814814814815	0.5777777777777777	0.0	1.1703703703703705	0.6962962962962963	0.9481481481481482	0.022222222222222227	0.0	0.0	0.037037037037037035	3.903703703703704	0.6962962962962963	2.7555555555555555	0.0	0.0	0.0	0.23703703703703705	0.014814814814814815	0.1259259259259259	0.007407407407407408	0.007407407407407408	0.014814814814814815	0.007407407407407408	0.02962962962962963	0.007407407407407408	0.14814814814814814	0.07407407407407407	0.11851851851851852	0.0	0.3925925925925926	0.3703703703703704	0.0	0.007407407407407408	0.0	0.02962962962962963	0.22962962962962966	0.9333333333333332	0.0962962962962963	0.0962962962962963	1.037037037037037	0.007407407407407408
10	3832ba1572727deb24c4969ac0b2587d	FEMALE	"25-34
"	0.8873720136518771	1.1353811149032993	1.1683731513083049	2.0318543799772466	2.311717861205916	2.3083048919226394	2.2514220705346983	1.3333333333333333	2.2696245733788394	2.369738339021616	0	0	0	0	0	0	0	0	1.3879408418657566	4.771331058020478	140.54835039817974	0.5517633674630261	0.5483503981797497	0	0.022753128555176336	60.47926968429061	1.6757679180887373	0.2992036405005688	0.944254835039818	0.017064846416382253	0.011376564277588168	1.6803185437997723	1.0705346985210469	0.04778156996587031	0.05233219567690557	0.0	0.11717861205915815	3.4323094425483505	0.9101251422070534	1.910125142207053	0.05233219567690557	0.012514220705346985	0.0	0.6951080773606371	0.3174061433447099	0.5199089874857793	0.03526734926052332	0.011376564277588168	0.06825938566552901	0.0034129692832764505	0.3845278725824801	0.013651877133105802	0.6268486916951079	0.18543799772468714	0.3242320819112628	0.5073947667804323	0.4197952218430034	0.3777019340159272	0.03185437997724687	0.11262798634812285	0.0	0.14789533560864618	0.4379977246871445	0.8680318543799772	0.07167235494880546	0.03526734926052332	1.9431171786120591	0.026166097838452786
11	00db29c2dc1d87c8f07b72d753f7f2c0	MALE	"35-49
"	0.741	0.993	1.037	1.629	1.732	1.787	1.679	1.035	1.766	1.746	0	0	0	0	0	0	0	0	0.805	4.52	95.421	0.5589999999999999	0.637	0	0.019	50.171821305841924	1.278	0.244	0.825	0.02	0.003	1.123	0.79	0.019	0.028999999999999998	0.0	0.125	2.283	0.48100000000000004	1.982	0.006999999999999999	0.004	0.0	0.8959999999999999	0.152	0.73	0.018000000000000002	0.005	0.05	0.0	0.244	0.042	0.534	0.23800000000000002	0.271	0.12300000000000001	0.364	0.272	0.016	0.055999999999999994	0.0	0.064	0.508	1.2590000000000001	0.27899999999999997	0.14300000000000002	1.473	0.01
12	25535d379c3ab7f473305ceace304e8c	MALE	"35-49
"	1.290448343079922	1.5692007797270957	1.6198830409356726	2.4892787524366478	2.7212475633528266	2.7992202729044835	2.6549707602339176	1.6939571150097466	2.785575048732944	2.725146198830409	0	0	0	0	0	0	0	0	0.8440545808966862	3.134502923976608	111.02923976608187	0.7543859649122807	0.6179337231968811	0	0.025341130604288498	63.721185510428114	0.7251461988304093	0.3255360623781676	0.7543859649122807	0.015594541910331385	0.0038986354775828462	1.54775828460039	0.8771929824561403	0.03508771929824561	0.025341130604288498	0.0	0.08382066276803117	2.290448343079922	0.5614035087719298	2.7894736842105257	0.03313840155945419	0.009746588693957114	0.0	0.50682261208577	0.1968810916179337	0.5146198830409356	0.015594541910331385	0.005847953216374269	0.04093567251461988	0.0	0.3157894736842105	0.013645224171539959	0.4834307992202729	0.2222222222222222	0.3001949317738791	0.10916179337231967	0.3001949317738791	0.32748538011695905	0.02144249512670565	0.037037037037037035	0.0	0.054580896686159834	0.6198830409356725	0.3138401559454191	0.3469785575048733	0.22612085769980506	1.1286549707602342	0.025341130604288498
