	user	sex	age	avr_age_user_1grams	avr_age_user_2grams	avr_age_user_3grams	avr_sex_user_1grams	avr_sex_user_2grams	avr_sex_user_3grams
0	4905cc7a1396110c1a635c4e7b023de2	FEMALE	"50-64
"	0.42592592592592593	0.07407407407407407	0.05555555555555555	0.5277777777777778	0.10185185185185185	0.0
1	6733b2957179358024cc5c493f28924a	MALE	"50-64
"	1.2727272727272727	0.12727272727272726	0.01818181818181818	1.3909090909090909	0.19090909090909092	0.0
2	9aa58b658935d017e0827d1b42e75596	MALE	"18-24
"	0.7211634904714143	0.23971915747241726	0.033099297893681046	0.7041123370110332	0.18355065195586762	0.0
3	454904ba35745fd0499f229c4b3e851c	FEMALE	"35-49
"	0.6066066066066066	0.15915915915915915	0.014014014014014014	0.5955955955955956	0.16516516516516516	0.0
4	4dc094fb37152396199cb951207bb75d	MALE	"35-49
"	0.6541554959785523	0.08847184986595175	0.002680965147453083	0.6729222520107239	0.09517426273458444	0.0
5	2213767ab6ecc93aa98e0d49cfab5baa	FEMALE	"35-49
"	0.428	0.067	0.02	0.443	0.07	0.0
6	e390535dd8f6e7b8f56c1f45aa365760	MALE	"35-49
"	0.677	0.111	0.006	0.676	0.129	0.0
7	c297b3ecf103e67237c8a42659a178e3	FEMALE	"25-34
"	0.0	0.0	0.0	0.0	0.0	0.0
8	491750704cf57fa285716407272c5a56	MALE	"25-34
"	0.525	0.091	0.017	0.53	0.081	0.0
9	1110e5330c38f208b2887f55f7296235	FEMALE	"50-64
"	0.8518518518518519	0.08148148148148149	0.044444444444444446	0.9481481481481482	0.11851851851851852	0.0
10	3832ba1572727deb24c4969ac0b2587d	FEMALE	"25-34
"	0.8179749715585893	0.22070534698521047	0.04323094425483504	0.8270762229806599	0.18771331058020477	0.0
11	00db29c2dc1d87c8f07b72d753f7f2c0	MALE	"35-49
"	0.689	0.146	0.008	0.7	0.184	0.0
12	25535d379c3ab7f473305ceace304e8c	MALE	"35-49
"	1.267056530214425	0.18518518518518517	0.007797270955165692	1.2592592592592593	0.22417153996101363	0.0
13	11bc4f9bbb9a6a7f1e990281c7e4b29d	MALE	"25-34
"	0.578	0.147	0.019	0.559	0.125	0.0
14	0dc5cd49689cd42b3b9e0786b59165bc	FEMALE	"35-49
"	0.712	0.108	0.018	0.697	0.113	0.0
15	41c74bff447d5397d817074168496fa9	FEMALE	"50-64
"	0.7857142857142857	0.09006211180124224	0.031055900621118012	0.8105590062111802	0.09627329192546584	0.0
16	21a3849c161a739c6c7b557ca39ea04e	FEMALE	"65-xx
"	1.606060606060606	0.20454545454545456	0.16666666666666666	1.9242424242424243	0.25757575757575757	0.0
17	81fd1684d9e48e7dfb3f389e4f0781db	FEMALE	"25-34
"	0.5425425425425425	0.19119119119119118	0.044044044044044044	0.5215215215215215	0.15815815815815815	0.0
18	a837091210532f5e37916bba89654b2d	MALE	"50-64
"	0.648	0.066	0.005	0.642	0.083	0.0
19	07d5234843a6d62ae0db4dbcca854c43	FEMALE	"35-49
"	0.658351409978308	0.15292841648590022	0.02386117136659436	0.6952277657266811	0.15726681127982647	0.0
20	36b2593435e1bed13eb138c1973c13ed	MALE	"50-64
"	0.7966292134831461	0.17640449438202246	0.008988764044943821	0.797752808988764	0.23146067415730337	0.0
21	084693fa3e344e2b5adde98331f2f549	FEMALE	"50-64
"	0.9761092150170648	0.1689419795221843	0.015358361774744027	1.0341296928327646	0.2030716723549488	0.0
22	44831f81bb84afa6999392849b85b4f4	FEMALE	"35-49
"	2.361904761904762	0.1523809523809524	0.047619047619047616	2.276190476190476	0.1523809523809524	0.0
23	60959f926480ec1e4a3c8c41071779a1	FEMALE	"50-64
"	1.475	0.1	0.0	1.5	0.0875	0.0
24	8d3d3a9d09bea220b5a99945f57c2910	FEMALE	"25-34
"	0.68	0.205	0.019	0.65	0.163	0.0
25	9f66d67322dbc62a5b6ff42867bc3fe1	MALE	"35-49
"	1.1577981651376146	0.13211009174311927	0.009174311926605505	1.1706422018348623	0.163302752293578	0.0
26	52d582497ed56183efaf715e3988b628	FEMALE	"35-49
"	1.1153846153846154	0.07692307692307693	0.057692307692307696	1.1346153846153846	0.07692307692307693	0.0
27	3de105c51ab70cbf61df2b36fb5a0fd4	FEMALE	"35-49
"	0.6346381969157769	0.11862396204033215	0.01542111506524318	0.6488730723606169	0.11862396204033215	0.0
28	9329caf2caea60408f9991da66026e3d	MALE	"35-49
"	0.634469696969697	0.07386363636363637	0.001893939393939394	0.6534090909090909	0.08712121212121213	0.0
29	44be30b800f13facaed7cda823976bf1	FEMALE	"25-34
"	0.4185336048879837	0.07841140529531568	0.018329938900203666	0.40427698574338083	0.06517311608961303	0.0
30	cefc4df9c5692bdf3d27d2195211c637	FEMALE	"50-64
"	0.786046511627907	0.09186046511627907	0.0011627906976744186	0.8162790697674419	0.1186046511627907	0.0
31	130f9ea58dcdaec12e6faf6d51aef8e9	FEMALE	"35-49
"	1.7647058823529411	0.22058823529411764	0.058823529411764705	1.7058823529411764	0.16176470588235295	0.0
32	a8f097700706d240901444bd6bb1813f	MALE	"35-49
"	0.573729863692689	0.07187112763320942	0.01486988847583643	0.5786864931846345	0.08178438661710037	0.0
33	623a80d7f12ba40bcfa0f02bda2623ba	MALE	"50-64
"	1.2808988764044944	0.05056179775280899	0.0	1.3595505617977528	0.06741573033707865	0.0
34	115e7b931be3d52d35cb8ce2da09a1d7	MALE	"18-24
"	0.8	0.16375	0.00875	0.79875	0.16	0.0
35	f97b2cf731bc770023edc37b30c95edd	FEMALE	"35-49
"	1.132	0.112	0.028	1.12	0.1	0.0
36	5ebce49735b6f475f3825250bb0fb3cd	MALE	"25-34
"	0.6212574850299402	0.06287425149700598	0.016467065868263474	0.6332335329341318	0.06287425149700598	0.0
37	7cfe79b18ed7822cea15381e189cac9a	MALE	"25-34
"	0.7526766595289079	0.18843683083511778	0.022483940042826552	0.7259100642398287	0.15845824411134904	0.0
38	6f234b4a1744e80f260f5684433f8598	MALE	"50-64
"	1.7	0.15	0.02	1.66	0.15	0.0
39	9a2f7bc0677bca12725e25d12dae66d9	FEMALE	"35-49
"	0.7200413223140496	0.12706611570247933	0.005165289256198347	0.71900826446281	0.12913223140495866	0.0
40	b040812b4f65cc449ec54699ac764181	MALE	"35-49
"	0.6698369565217391	0.12771739130434784	0.017663043478260868	0.6711956521739131	0.13043478260869565	0.0
41	a1b53e143dcf8699338077548906cb4b	FEMALE	"25-34
"	1.1554621848739495	0.19327731092436976	0.012605042016806723	1.1470588235294117	0.15126050420168066	0.0
42	349e5b801890b1b707635e4970958102	FEMALE	"50-64
"	0.766743648960739	0.1374133949191686	0.03002309468822171	0.7944572748267898	0.1605080831408776	0.0
43	1575e7e1e9b9783b6376c7320dd7658d	MALE	"35-49
"	0.7517517517517518	0.13213213213213212	0.004004004004004004	0.7617617617617618	0.15015015015015015	0.0
44	47b9e169b20239e563053af72876a791	MALE	"50-64
"	0.569	0.074	0.013	0.568	0.096	0.0
45	83ff5fb44444da7a570577d8cca44cb9	MALE	"18-24
"	0.744	0.189	0.016	0.785	0.169	0.0
46	717be9f4b9f1232c9302e3e3eff2239c	MALE	"35-49
"	0.5634588563458857	0.08368200836820083	0.022315202231520222	0.5509065550906556	0.08368200836820083	0.0
47	24620ebc09712f80a6ab85b877693691	FEMALE	"18-24
"	0.8056930693069307	0.2400990099009901	0.05693069306930693	0.7735148514851485	0.16336633663366337	0.0
48	1490b985d1bd935ac5973e648c207955	FEMALE	"35-49
"	0.704	0.134	0.005	0.678	0.137	0.0
49	9cd9ebf839bf6c5989644b464423cf89	FEMALE	"25-34
"	0.6907216494845361	0.08247422680412371	0.010309278350515464	0.6649484536082474	0.08247422680412371	0.0
50	19c58d966c96158d1f04032878cba482	FEMALE	"35-49
"	2.6527777777777777	0.375	0.05555555555555555	2.7083333333333335	0.3333333333333333	0.0
51	7a9c09bc841cddf568c10203a19bbee8	FEMALE	"35-49
"	0.543859649122807	0.05921052631578947	0.0	0.5570175438596491	0.046052631578947366	0.0
52	a72ba4d0b435894d77745d8f3a779337	MALE	"35-49
"	0.643	0.094	0.011	0.654	0.107	0.0
53	b389d717abaff153ae94d2c27d58ce21	FEMALE	"25-34
"	3.1538461538461537	0.4423076923076923	0.0	3.076923076923077	0.34615384615384615	0.0
54	cd0da710afd5760211b51fccf55cebc0	MALE	"25-34
"	0.597	0.129	0.019	0.616	0.119	0.0
55	61244154e362cece7e2d3c1139948bde	FEMALE	"25-34
"	0.704	0.164	0.033	0.696	0.147	0.0
56	d3fbad0a96845119d5dbd0e772c9fe53	MALE	"50-64
"	0.6548387096774193	0.054838709677419356	0.012903225806451613	0.6451612903225806	0.05161290322580645	0.0
57	2fe79a680117c0471f04f0e15574ff32	MALE	"25-34
"	0.7217391304347827	0.1565217391304348	0.021739130434782608	0.7	0.1144927536231884	0.0
58	71c28d43f222e37b10a8bb25c32f769b	MALE	"35-49
"	0.75	0.139	0.003	0.76	0.168	0.0
59	4e100982097898ed43731519079b2624	FEMALE	"35-49
"	1.1129032258064515	0.11290322580645161	0.008064516129032258	1.0887096774193548	0.10483870967741936	0.0
60	f19aeb556421957a652607f44cd0618d	MALE	"25-34
"	0.647	0.185	0.018	0.64	0.154	0.0
61	da115f57c51dfd62696dc17819c89c69	FEMALE	"50-64
"	1.1329113924050633	0.13291139240506328	0.02531645569620253	1.1075949367088607	0.14556962025316456	0.0
62	29b30793758d86f7106cd2f075389aeb	FEMALE	"25-34
"	2.6136363636363638	0.5113636363636364	0.18181818181818182	2.625	0.3977272727272727	0.0
63	30d04c264517f10e8bc1ff1fa85cc171	MALE	"35-49
"	0.4817073170731707	0.07113821138211382	0.051829268292682924	0.4867886178861789	0.07113821138211382	0.0
64	07011b7672dfa64896c4c7b1b41ef95d	FEMALE	"35-49
"	1.9666666666666666	0.26666666666666666	0.13333333333333333	1.9	0.3	0.0
65	bca317bab408efbfb850aaf055948e47	FEMALE	"35-49
"	0.649	0.13	0.015	0.663	0.132	0.0
66	596e9d456290a697768556b7138a6785	FEMALE	"25-34
"	0.5610328638497653	0.11032863849765258	0.009389671361502348	0.5469483568075117	0.09154929577464789	0.0
67	60b7e6f9392c51d9c5ac9322ffd55e34	FEMALE	"25-34
"	0.744908896034298	0.21543408360128619	0.010718113612004287	0.7556270096463023	0.16934619506966775	0.0
68	5669fee8a5a0f3379e0bf9821d06b886	MALE	"35-49
"	0.6919191919191919	0.1101010101010101	0.0030303030303030303	0.695959595959596	0.13131313131313133	0.0
69	0cd4619d5395966996a64d0dd25ab76a	MALE	"25-34
"	0.6586102719033232	0.1042296072507553	0.006042296072507553	0.6661631419939577	0.09214501510574018	0.0
70	11a689d54c4af2394bc91b4003e527f3	MALE	"35-49
"	0.699	0.12	0.035	0.693	0.123	0.0
71	ca59762fccbeb8a73f349c99a256a220	MALE	"35-49
"	0.6977911646586346	0.12751004016064257	0.050200803212851405	0.6997991967871486	0.11044176706827309	0.0
